Esperado,Previsão
0.013355123810470104,0.0288724172860384
0.023314878344535828,0.06220119073987007
0.053194139152765274,0.039832815527915955
0.05907944589853287,0.05646516755223274
0.05409957095980644,0.03756801038980484
0.023767594248056412,0.054503582417964935
0.010638827458024025,0.00382429757155478
0.003395370440557599,2.6402767980471253E-4
0.003395370440557599,-0.0038597588427364826
0.006790740881115198,0.03164353594183922
0.03214284032583237,0.009707745164632797
0.057721298187971115,0.027212781831622124
0.2413305938243866,0.10021395236253738
0.41875484585762024,0.29271042346954346
0.41511106491088867,0.4075203537940979
0.19452199339866638,0.27234581112861633
0.10763176530599594,0.03651734068989754
0.04204365983605385,0.030107885599136353
0.011211642064154148,5.436423234641552E-4
0.002242328366264701,-0.006645944435149431
0.002522619441151619,-0.0031120895873755217
0.011491932906210423,0.00457386439666152
0.017658336088061333,0.006400549318641424
0.019059792160987854,0.0014738149475306273
0.14999185502529144,0.05870466306805611
0.16140426695346832,0.18005768954753876
0.12200424075126648,0.15098543465137482
0.10678767412900925,0.08936432003974915
0.07608281821012497,0.09529948234558105
0.03505244106054306,0.0345180481672287
0.006793109234422445,0.0031352676451206207
0.0051627629436552525,-0.007668070029467344
0.005977936089038849,-0.0018359017558395863
0.010325525887310505,-0.006582035683095455
0.010597250424325466,0.008543189615011215
0.010597250424325466,-0.01928880251944065
0.020143656060099602,0.03969922661781311
0.018288319930434227,0.05733157694339752
0.0320708192884922,0.022234782576560974
0.03498635068535805,0.046462494879961014
0.04426303505897522,0.03563929721713066
0.04797370731830597,0.02949954941868782
0.03313101455569267,0.031616516411304474
0.02279413677752018,0.007432927377521992
0.021733945235610008,7.901915232650936E-4
0.011662116274237633,0.011943157762289047
0.037901878356933594,-0.00742001086473465
0.06202125549316406,0.02670365571975708
0.09350419789552689,0.09316422790288925
0.09656991064548492,0.11009420454502106
0.11693499237298965,0.10750211775302887
0.1140882596373558,0.12124808132648468
0.08868665248155594,0.07905195653438568
0.04051118716597557,0.03952593356370926
0.012919783592224121,0.0028983792290091515
0.005036525893956423,-0.003693818347528577
0.0015328556764870882,-0.003427314106374979
0.003722649533301592,-0.005191741976886988
0.0162044744938612,0.021354639902710915
0.015547536313533783,0.0042646112851798534
0.05906950682401657,0.0511302724480629
0.05928198620676994,0.07881394028663635
0.09476618468761444,0.05241064727306366
0.11027724295854568,0.09733474254608154
0.23054106533527374,0.1150212362408638
0.19569429755210876,0.17000417411327362
0.1026279553771019,0.08882568031549454
0.06841863691806793,0.017220240086317062
0.05991942808032036,0.015909267589449883
0.03888388350605965,0.0190324354916811
0.03505923971533775,0.032724395394325256
0.011898893862962723,-0.003315128618851304
0.14603213965892792,0.03748982399702072
0.20737802982330322,0.176186203956604
0.2051059603691101,0.20025908946990967
0.1617300808429718,0.13939552009105682
0.11773453652858734,0.09008955955505371
0.05143140256404877,0.05841004475951195
0.028710704296827316,9.727997821755707E-4
0.015697939321398735,0.004720277152955532
0.008468625135719776,0.0020277623552829027
0.018796216696500778,-0.008841443806886673
0.02313380502164364,-9.57288546487689E-4
0.03118932619690895,0.0028033999260514975
0.057967305183410645,0.07455375790596008
0.10488399118185043,0.08778365701436996
0.12330169230699539,0.12696290016174316
0.13532167673110962,0.12484646588563919
0.08355822414159775,0.10064911097288132
0.04323314130306244,0.026733819395303726
0.013764811679720879,0.007345306687057018
0.012989329174160957,-0.00963736791163683
0.009693529456853867,-0.0016779418801888824
0.009111917577683926,-0.00891609862446785
0.01492803543806076,0.007971564307808876
0.013183199800550938,0.0028475599829107523
0.027881495654582977,0.022721001878380775
0.03654736652970314,0.05606269836425781
0.029576992616057396,0.047682974487543106
0.021853065118193626,0.04003886133432388
0.02128789946436882,0.051179103553295135
0.021853065118193626,0.02102564089000225
0.008665870875120163,0.012289325706660748
0.00847748201340437,6.916427082614973E-5
0.006593597121536732,6.981719052419066E-4
0.01375235989689827,0.007602392695844173
0.015447855927050114,0.026550719514489174
0.026186000555753708,0.02135063149034977
