Esperado,Previsão
0.013355123810470104,0.13127081096172333
0.023314878344535828,0.08438023924827576
0.053194139152765274,0.10334017872810364
0.05907944589853287,0.11453847587108612
0.05409957095980644,0.1095481589436531
0.023767594248056412,0.06547201424837112
0.010638827458024025,0.026407016441226006
0.003395370440557599,0.01765780709683895
0.003395370440557599,0.005146110896021128
0.006790740881115198,0.0214130450040102
0.03214284032583237,0.026302725076675415
0.057721298187971115,0.021304991096258163
0.2413305938243866,0.11940384656190872
0.41875484585762024,0.13785937428474426
0.41511106491088867,0.19094236195087433
0.19452199339866638,0.09201651066541672
0.10763176530599594,0.0809919685125351
0.04204365983605385,0.06085723266005516
0.011211642064154148,0.04653223603963852
0.002242328366264701,0.03398225083947182
0.002522619441151619,0.03597583249211311
0.011491932906210423,0.022148070856928825
0.017658336088061333,0.025276174768805504
0.019059792160987854,0.040577732026576996
0.14999185502529144,0.07389789819717407
0.16140426695346832,0.08976433426141739
0.12200424075126648,0.07935988903045654
0.10678767412900925,0.0768585279583931
0.07608281821012497,0.0614217109978199
0.03505244106054306,0.03407519683241844
0.006793109234422445,0.00894853100180626
0.0051627629436552525,-0.003175097517669201
0.005977936089038849,-0.016850316897034645
0.010325525887310505,-0.025262877345085144
0.010597250424325466,-0.016830947250127792
0.010597250424325466,0.01840231567621231
0.020143656060099602,0.09205237030982971
0.018288319930434227,0.08313886821269989
0.0320708192884922,0.09742624312639236
0.03498635068535805,0.07686127722263336
0.04426303505897522,0.06842734664678574
0.04797370731830597,0.07472807914018631
0.03313101455569267,0.03399130702018738
0.02279413677752018,0.012837422080338001
0.021733945235610008,-5.427132127806544E-4
0.011662116274237633,0.01019957009702921
0.037901878356933594,0.02896263264119625
0.06202125549316406,0.01797645166516304
0.09350419789552689,0.11430171877145767
0.09656991064548492,0.12561671435832977
0.11693499237298965,0.090828076004982
0.1140882596373558,0.10720144957304001
0.08868665248155594,0.06040862202644348
0.04051118716597557,0.05044269189238548
0.012919783592224121,0.0237573254853487
0.005036525893956423,0.012076971121132374
0.0015328556764870882,0.0021258224733173847
0.003722649533301592,-0.01215163990855217
0.0162044744938612,0.027469484135508537
0.015547536313533783,0.02824290096759796
0.05906950682401657,0.11021441221237183
0.05928198620676994,0.14341114461421967
0.09476618468761444,0.12847067415714264
0.11027724295854568,0.11964664608240128
0.23054106533527374,0.08804278075695038
0.19569429755210876,0.06127479672431946
0.1026279553771019,0.043927669525146484
0.06841863691806793,0.03371141478419304
0.05991942808032036,0.018181046470999718
0.03888388350605965,0.004530351143330336
0.03505923971533775,0.041748352348804474
0.011898893862962723,0.048961345106363297
0.14603213965892792,0.08787842839956284
0.20737802982330322,0.09125009924173355
0.2051059603691101,0.07654157280921936
0.1617300808429718,0.05649420619010925
0.11773453652858734,0.040636178106069565
0.05143140256404877,0.028242316097021103
0.028710704296827316,0.009576302021741867
0.015697939321398735,-0.007788467686623335
0.008468625135719776,-0.02942495048046112
0.018796216696500778,-0.028387337923049927
0.02313380502164364,-0.018216565251350403
0.03118932619690895,0.013466817326843739
0.057967305183410645,0.09123997390270233
0.10488399118185043,0.08916196972131729
0.12330169230699539,0.08094760775566101
0.13532167673110962,0.08728229999542236
0.08355822414159775,0.05423048138618469
0.04323314130306244,0.036483924835920334
0.013764811679720879,0.02661660499870777
0.012989329174160957,0.004334565717726946
0.009693529456853867,-0.005420840810984373
0.009111917577683926,-0.009249579161405563
0.01492803543806076,-0.003126082243397832
0.013183199800550938,0.02147589810192585
0.027881495654582977,0.14664621651172638
0.03654736652970314,0.10321761667728424
0.029576992616057396,0.10036591440439224
0.021853065118193626,0.09975142776966095
0.02128789946436882,0.06331948190927505
0.021853065118193626,0.04508289322257042
0.008665870875120163,0.009428713470697403
0.00847748201340437,0.01126109715551138
0.006593597121536732,-0.0032305875793099403
0.01375235989689827,-0.004887084010988474
0.015447855927050114,0.0013380092568695545
0.026186000555753708,0.015160799026489258
