ANO,ÍNDICE,MÊS,MÊS,JANEIRO,FEVEREIRO,MARÇO,ABRIL,MAIO,JUNHO,JULHO,AGOSTO,SETEMBRO,OUTUBRO,NOVEMBRO,DEZEMBRO,NOTIF. [MES-0],NOTIF. [MES-1],NOTIF. [MES-2],NOTIF. [MES-3],POP.,ATING. [MES-0],ATING. [MES-1],ATING. [MES-2],ATING. [MES-3],TEMP MÁX. MÉDIA (ºC) [MÊS-0],TEMP MÁX. MÉDIA (ºC) [MÊS-1],TEMP MÁX. MÉDIA (ºC) [MÊS-2],TEMP MÁX. MÉDIA (ºC) [MÊS-3],TEMP. MIN. MÉDIA (ºC) [MÊS-0],TEMP. MIN. MÉDIA (ºC) [MÊS-1],TEMP. MIN. MÉDIA (ºC) [MÊS-2],TEMP. MIN. MÉDIA (ºC) [MÊS-3],UMIDADE REL. MÉDIA (%) [MÊS-0],UMIDADE REL. MÉDIA (%) [MÊS-1],UMIDADE REL. MÉDIA (%) [MÊS-2],UMIDADE REL. MÉDIA (%) [MÊS-3],PRECIPITAÇÃO ACUMULADA (mm) [MÊS-0],PRECIPITAÇÃO ACUMULADA (mm) [MÊS-1],PRECIPITAÇÃO ACUMULADA (mm) [MÊS-2],PRECIPITAÇÃO ACUMULADA (mm) [MÊS-3],VEL. MÉDIA VENTO (mps) [MÊS-0],VEL. MÉDIA VENTO (mps) [MÊS-1],VEL. MÉDIA VENTO (mps) [MÊS-2],VEL. MÉDIA VENTO (mps) [MÊS-3],VEL. MÁX. MÉDIA VENTO (mps) [MÊS-0],VEL. MÁX. MÉDIA VENTO (mps) [MÊS-1],VEL. MÁX. MÉDIA VENTO (mps) [MÊS-2],VEL. MÁX. MÉDIA VENTO (mps) [MÊS-3]
2006,2,novembro,11,0,0,0,0,0,0,0,0,0,0,1,0,142,30,15,15,220889,0.064285681948852,0.01358148210187,0.006790741050935,0.006790741050935,32.98,33.674194,36,36.435484,23.136667,23.429032,22.913333,21.816129,74.783333,71.983871,53.508333,41.629032,131.6,140.4,198.3,1.7,0.988889,1.012903,1.538913,2.184946,7.2,5.2,6.8,8
2006,2,dezembro,12,0,0,0,0,0,0,0,0,0,0,0,1,255,142,30,15,220889,0.115442597865896,0.064285681948852,0.01358148210187,0.006790741050935,32.732258,32.98,33.674194,36,22.896774,23.136667,23.429032,22.913333,76.653226,74.783333,71.983871,53.508333,226,131.6,140.4,198.3,0.956989,0.988889,1.012903,1.538913,10.6,7.2,5.2,6.8
2007,3,janeiro,1,1,0,0,0,0,0,0,0,0,0,0,0,861,255,142,30,178386,0.482661195385288,0.115442597865896,0.064285681948852,0.01358148210187,32.609677,32.732258,32.98,33.674194,22.667742,22.896774,23.136667,23.429032,79.080645,76.653226,74.783333,71.983871,365.1,226,131.6,140.4,0.93154,0.956989,0.988889,1.012903,6,10.6,7.2,5.2
2007,3,fevereiro,2,0,1,0,0,0,0,0,0,0,0,0,0,1494,861,255,142,178386,0.837509670041371,0.482661195385288,0.115442597865896,0.064285681948852,30.135714,32.609677,32.732258,32.98,22.010714,22.667742,22.896774,23.136667,85.660714,79.080645,76.653226,74.783333,583.2,365.1,226,131.6,1.05119,0.93154,0.956989,0.988889,5,6,10.6,7.2
2007,3,março,3,0,0,1,0,0,0,0,0,0,0,0,0,1481,1494,861,255,178386,0.830222102631372,0.837509670041371,0.482661195385288,0.115442597865896,33.058065,30.135714,32.609677,32.732258,22.512903,22.010714,22.667742,22.896774,72.701613,85.660714,79.080645,76.653226,209.1,583.2,365.1,226,0.848243,1.05119,0.93154,0.956989,6.9,5,6,10.6
2007,3,abril,4,0,0,0,1,0,0,0,0,0,0,0,0,694,1481,1494,861,178386,0.38904398327223,0.830222102631372,0.837509670041371,0.482661195385288,32.823333,33.058065,30.135714,32.609677,22.89,22.512903,22.010714,22.667742,77.558333,72.701613,85.660714,79.080645,84.2,209.1,583.2,365.1,0.53779,0.848243,1.05119,0.93154,3.60108,6.9,5,6
2007,3,maio,5,0,0,0,0,1,0,0,0,0,0,0,0,384,694,1481,1494,178386,0.215263529649188,0.38904398327223,0.830222102631372,0.837509670041371,34.503226,32.823333,33.058065,30.135714,22.083871,22.89,22.512903,22.010714,65.766129,77.558333,72.701613,85.660714,34.3,84.2,209.1,583.2,0.783009,0.53779,0.848243,1.05119,4.8,3.60108,6.9,5
2007,3,junho,6,0,0,0,0,0,1,0,0,0,0,0,0,150,384,694,1481,178386,0.084087316269214,0.215263529649188,0.38904398327223,0.830222102631372,34.606667,34.503226,32.823333,33.058065,20.763333,22.083871,22.89,22.512903,51.75,65.766129,77.558333,72.701613,0,34.3,84.2,209.1,2.007448,0.783009,0.53779,0.848243,9,4.8,3.60108,6.9
2007,3,julho,7,0,0,0,0,0,0,1,0,0,0,0,0,40,150,384,694,178386,0.022423284338457,0.084087316269214,0.215263529649188,0.38904398327223,35.519355,34.606667,34.503226,32.823333,20.609677,20.763333,22.083871,22.89,46.112903,51.75,65.766129,77.558333,0,0,34.3,84.2,1.557187,2.007448,0.783009,0.53779,8,9,4.8,3.60108
2007,3,agosto,8,0,0,0,0,0,0,0,1,0,0,0,0,8,40,150,384,178386,0.004484656867691,0.022423284338457,0.084087316269214,0.215263529649188,36.7,35.519355,34.606667,34.503226,22.664516,20.609677,20.763333,22.083871,37.572581,46.112903,51.75,65.766129,0,0,0,34.3,2.62633,1.557187,2.007448,0.783009,10.8,8,9,4.8
2007,3,setembro,9,0,0,0,0,0,0,0,0,1,0,0,0,9,8,40,150,178386,0.005045238976153,0.004484656867691,0.022423284338457,0.084087316269214,37.323333,36.7,35.519355,34.606667,24.166667,22.664516,20.609677,20.763333,42.516667,37.572581,46.112903,51.75,55.1,0,0,0,2.372222,2.62633,1.557187,2.007448,12.7,10.8,8,9
2007,3,outubro,10,0,0,0,0,0,0,0,0,0,1,0,0,41,9,8,40,178386,0.022983866446919,0.005045238976153,0.004484656867691,0.022423284338457,35.990323,37.323333,36.7,35.519355,23.322581,24.166667,22.664516,20.609677,56.830645,42.516667,37.572581,46.112903,80.9,55.1,0,0,0.962136,2.372222,2.62633,1.557187,6.8,12.7,10.8,8
2007,3,novembro,11,0,0,0,0,0,0,0,0,0,0,1,0,63,41,9,8,178386,0.03531667283307,0.022983866446919,0.005045238976153,0.004484656867691,33.246667,35.990323,37.323333,36.7,22.506667,23.322581,24.166667,22.664516,71.075,56.830645,42.516667,37.572581,201.7,80.9,55.1,0,0.737778,0.962136,2.372222,2.62633,6.4,6.8,12.7,10.8
2007,3,dezembro,12,0,0,0,0,0,0,0,0,0,0,0,1,68,63,41,9,178386,0.038119583375377,0.03531667283307,0.022983866446919,0.005045238976153,32.793548,33.246667,35.990323,37.323333,22.8,22.506667,23.322581,24.166667,74.33871,71.075,56.830645,42.516667,130.1,201.7,80.9,55.1,0.643011,0.737778,0.962136,2.372222,2.8,6.4,6.8,12.7
2008,0,janeiro,1,1,0,0,0,0,0,0,0,0,0,0,0,552,68,63,41,184010,0.299983696538232,0.038119583375377,0.03531667283307,0.022983866446919,31.522581,32.793548,33.246667,35.990323,22.225806,22.8,22.506667,23.322581,80.129032,74.33871,71.075,56.830645,292.7,130.1,201.7,80.9,0.288172,0.643011,0.737778,0.962136,3.2,2.8,6.4,6.8
2008,0,fevereiro,2,0,1,0,0,0,0,0,0,0,0,0,0,594,552,68,63,184010,0.322808543013967,0.299983696538232,0.038119583375377,0.03531667283307,31.055172,31.522581,32.793548,33.246667,22.096552,22.225806,22.8,22.506667,82.241379,80.129032,74.33871,71.075,272.7,292.7,130.1,201.7,0.553703,0.288172,0.643011,0.737778,4,3.2,2.8,6.4
2008,0,março,3,0,0,1,0,0,0,0,0,0,0,0,0,449,594,552,68,184010,0.24400847780012,0.322808543013967,0.299983696538232,0.038119583375377,30.548387,31.055172,31.522581,32.793548,21.812903,22.096552,22.225806,22.8,83.419355,82.241379,80.129032,74.33871,294.7,272.7,292.7,130.1,0.48172,0.553703,0.288172,0.643011,4,4,3.2,2.8
2008,0,abril,4,0,0,0,1,0,0,0,0,0,0,0,0,393,449,594,552,184010,0.213575349165806,0.24400847780012,0.322808543013967,0.299983696538232,32.033333,30.548387,31.055172,31.522581,22.426667,21.812903,22.096552,22.225806,79.575,83.419355,82.241379,80.129032,238.2,294.7,272.7,292.7,0.545556,0.48172,0.553703,0.288172,5.1,4,4,3.2
2008,0,maio,5,0,0,0,0,1,0,0,0,0,0,0,0,280,393,449,594,184010,0.152165643171567,0.213575349165806,0.24400847780012,0.322808543013967,33.274194,32.033333,30.548387,31.055172,22.009677,22.426667,21.812903,22.096552,70.201613,79.575,83.419355,82.241379,34,238.2,294.7,272.7,0.452688,0.545556,0.48172,0.553703,4.4,5.1,4,4
2008,0,junho,6,0,0,0,0,0,1,0,0,0,0,0,0,129,280,393,449,184010,0.070104885604043,0.152165643171567,0.213575349165806,0.24400847780012,34.43,33.274194,32.033333,30.548387,19.876667,22.009677,22.426667,21.812903,55.4,70.201613,79.575,83.419355,0,34,238.2,294.7,1.151111,0.452688,0.545556,0.48172,7.6,4.4,5.1,4
2008,0,julho,7,0,0,0,0,0,0,1,0,0,0,0,0,25,129,280,393,184010,0.013586218140319,0.070104885604043,0.152165643171567,0.213575349165806,34.63871,34.43,33.274194,32.033333,19.954839,19.876667,22.009677,22.426667,47.725806,55.4,70.201613,79.575,0,0,34,238.2,1.368817,1.151111,0.452688,0.545556,6.4,7.6,4.4,5.1
2008,0,agosto,8,0,0,0,0,0,0,0,1,0,0,0,0,19,25,129,280,184010,0.010325525786642,0.013586218140319,0.070104885604043,0.152165643171567,36.532258,34.63871,34.43,33.274194,22.345161,19.954839,19.876667,22.009677,39.677419,47.725806,55.4,70.201613,0,0,0,34,1.517394,1.368817,1.151111,0.452688,6,6.4,7.6,4.4
2008,0,setembro,9,0,0,0,0,0,0,0,0,1,0,0,0,22,19,25,129,184010,0.01195587196348,0.010325525786642,0.013586218140319,0.070104885604043,38.253333,36.532258,34.63871,34.43,24.256667,22.345161,19.954839,19.876667,43.308333,39.677419,47.725806,55.4,12.1,0,0,0,1.646667,1.517394,1.368817,1.151111,8,6,6.4,7.6
2008,0,outubro,10,0,0,0,0,0,0,0,0,0,1,0,0,38,22,19,25,184010,0.020651051573284,0.01195587196348,0.010325525786642,0.013586218140319,37.277419,38.253333,36.532258,34.63871,24.122581,24.256667,22.345161,19.954839,53.354839,43.308333,39.677419,47.725806,98.9,12.1,0,0,1.433069,1.646667,1.517394,1.368817,9.6,8,6,6.4
2008,0,novembro,11,0,0,0,0,0,0,0,0,0,0,1,0,39,38,22,19,184010,0.021194500298897,0.020651051573284,0.01195587196348,0.010325525786642,32.603333,37.277419,38.253333,36.532258,22.583333,24.122581,24.256667,22.345161,74.508333,53.354839,43.308333,39.677419,298,98.9,12.1,0,0.592122,1.433069,1.646667,1.517394,3.2,9.6,8,6
2008,0,dezembro,12,0,0,0,0,0,0,0,0,0,0,0,1,39,39,38,22,184010,0.021194500298897,0.021194500298897,0.020651051573284,0.01195587196348,31.53871,32.603333,37.277419,38.253333,22.63871,22.583333,24.122581,24.256667,80.274194,74.508333,53.354839,43.308333,169,298,98.9,12.1,0.663441,0.592122,1.433069,1.646667,4.4,3.2,9.6,8
2009,1,janeiro,1,1,0,0,0,0,0,0,0,0,0,0,0,76,39,39,38,188645,0.040287312147155,0.021194500298897,0.021194500298897,0.020651051573284,33.067742,31.53871,32.603333,37.277419,22.845161,22.63871,22.583333,24.122581,77.032258,80.274194,74.508333,53.354839,160.1,169,298,98.9,0.554839,0.663441,0.592122,1.433069,2.8,4.4,3.2,9.6
2009,1,fevereiro,2,0,1,0,0,0,0,0,0,0,0,0,0,69,76,39,39,188645,0.036576638659917,0.040287312147155,0.021194500298897,0.021194500298897,31.478571,33.067742,31.53871,32.603333,22.075,22.845161,22.63871,22.583333,81.919643,77.032258,80.274194,74.508333,353.8,160.1,169,298,0.525,0.554839,0.663441,0.592122,4.8,2.8,4.4,3.2
2009,1,março,3,0,0,1,0,0,0,0,0,0,0,0,0,121,69,76,39,188645,0.06414164170797,0.036576638659917,0.040287312147155,0.021194500298897,32.122581,31.478571,33.067742,31.53871,22.529032,22.075,22.845161,22.63871,81.508065,81.919643,77.032258,80.274194,168.7,353.8,160.1,169,0.324588,0.525,0.554839,0.663441,3.2,4.8,2.8,4.4
2009,1,abril,4,0,0,0,1,0,0,0,0,0,0,0,0,132,121,69,76,188645,0.069972700045058,0.06414164170797,0.036576638659917,0.040287312147155,31.37,32.122581,31.478571,33.067742,23.023333,22.529032,22.075,22.845161,82.183333,81.508065,81.919643,77.032258,130.4,168.7,353.8,160.1,0.324444,0.324588,0.525,0.554839,3.2,3.2,4.8,2.8
2009,1,maio,5,0,0,0,0,1,0,0,0,0,0,0,0,167,132,121,69,188645,0.088526067481248,0.069972700045058,0.06414164170797,0.036576638659917,31.474194,31.37,32.122581,31.478571,21.858065,23.023333,22.529032,22.075,78.379032,82.183333,81.508065,81.919643,285.1,130.4,168.7,353.8,0.258065,0.324444,0.324588,0.525,2.4,3.2,3.2,4.8
2009,1,junho,6,0,0,0,0,0,1,0,0,0,0,0,0,181,167,132,121,188645,0.095947414455724,0.088526067481248,0.069972700045058,0.06414164170797,33.71,31.474194,31.37,32.122581,21.406667,21.858065,23.023333,22.529032,66.208333,78.379032,82.183333,81.508065,40.1,285.1,130.4,168.7,0.728889,0.258065,0.324444,0.324588,8,2.4,3.2,3.2
2009,1,julho,7,0,0,0,0,0,0,1,0,0,0,0,0,125,181,167,132,188645,0.06626202655782,0.095947414455724,0.088526067481248,0.069972700045058,35.319355,33.71,31.474194,31.37,20.319355,21.406667,21.858065,23.023333,52.483871,66.208333,78.379032,82.183333,0,40.1,285.1,130.4,1.073118,0.728889,0.258065,0.324444,9.1,8,2.4,3.2
2009,1,agosto,8,0,0,0,0,0,0,0,1,0,0,0,0,86,125,181,167,188645,0.04558827427178,0.06626202655782,0.095947414455724,0.088526067481248,36.593548,35.319355,33.71,31.474194,22.283871,20.319355,21.406667,21.858065,45.66129,52.483871,66.208333,78.379032,0.4,0,40.1,285.1,1.295699,1.073118,0.728889,0.258065,7.6,9.1,8,2.4
2009,1,setembro,9,0,0,0,0,0,0,0,0,1,0,0,0,82,86,125,181,188645,0.04346788942193,0.04558827427178,0.06626202655782,0.095947414455724,36.05,36.593548,35.319355,33.71,23.33,22.283871,20.319355,21.406667,57.183333,45.66129,52.483871,66.208333,80.7,0.4,0,40.1,0.86,1.295699,1.073118,0.728889,4.8,7.6,9.1,8
2009,1,outubro,10,0,0,0,0,0,0,0,0,0,1,0,0,44,82,86,125,188645,0.023324233348353,0.04346788942193,0.04558827427178,0.06626202655782,32.832258,36.05,36.593548,35.319355,22.835484,23.33,22.283871,20.319355,76.782258,57.183333,45.66129,52.483871,213.7,80.7,0.4,0,0.632258,0.86,1.295699,1.073118,3.6,4.8,7.6,9.1
2009,1,novembro,11,0,0,0,0,0,0,0,0,0,0,1,0,143,44,82,86,188645,0.075803758382146,0.023324233348353,0.04346788942193,0.04558827427178,33.34,32.832258,36.05,36.593548,22.766667,22.835484,23.33,22.283871,74.65,76.782258,57.183333,45.66129,172,213.7,80.7,0.4,0.602222,0.632258,0.86,1.295699,5.2,3.6,4.8,7.6
2009,1,dezembro,12,0,0,0,0,0,0,0,0,0,0,0,1,234,143,44,82,188645,0.124042513716239,0.075803758382146,0.023324233348353,0.04346788942193,32.577419,33.34,32.832258,36.05,22.367742,22.766667,22.835484,23.33,77.475806,74.65,76.782258,57.183333,316.3,172,213.7,80.7,0.74086,0.602222,0.632258,0.86,4,5.2,3.6,4.8
2010,2,janeiro,1,1,0,0,0,0,0,0,0,0,0,0,0,427,234,143,44,228332,0.187008391289876,0.124042513716239,0.075803758382146,0.023324233348353,32.796667,32.577419,33.34,32.832258,22.319355,22.367742,22.766667,22.835484,78.975806,77.475806,74.65,76.782258,436.9,316.3,172,213.7,0.575269,0.74086,0.602222,0.632258,8.4,4,5.2,3.6
2010,2,fevereiro,2,0,1,0,0,0,0,0,0,0,0,0,0,441,427,234,143,228332,0.193139813955118,0.187008391289876,0.124042513716239,0.075803758382146,33.875,32.796667,32.577419,33.34,23.464286,22.319355,22.367742,22.766667,75.803571,78.975806,77.475806,74.65,206.1,436.9,316.3,172,0.534524,0.575269,0.74086,0.602222,4.4,8.4,4,5.2
2010,2,março,3,0,0,1,0,0,0,0,0,0,0,0,0,534,441,427,234,228332,0.233869978802796,0.193139813955118,0.187008391289876,0.124042513716239,33.183871,33.875,32.796667,32.577419,23.274194,23.464286,22.319355,22.367742,81.08871,75.803571,78.975806,77.475806,462.5,206.1,436.9,316.3,0.662366,0.534524,0.575269,0.74086,4,4.4,8.4,4
2010,2,abril,4,0,0,0,1,0,0,0,0,0,0,0,0,521,534,441,427,228332,0.228176514899357,0.233869978802796,0.193139813955118,0.187008391289876,34.91,33.183871,33.875,32.796667,23.341379,23.274194,23.464286,22.319355,70.083333,81.08871,75.803571,78.975806,82.8,462.5,206.1,436.9,0.811111,0.662366,0.534524,0.575269,4,4,4.4,8.4
2010,2,maio,5,0,0,0,0,1,0,0,0,0,0,0,0,405,521,534,441,228332,0.17737329853021,0.228176514899357,0.233869978802796,0.193139813955118,35.513333,34.91,33.183871,33.875,23.006452,23.341379,23.274194,23.464286,66.58871,70.083333,81.08871,75.803571,25.6,82.8,462.5,206.1,0.565591,0.811111,0.662366,0.534524,3.6,4,4,4.4
2010,2,junho,6,0,0,0,0,0,1,0,0,0,0,0,0,185,405,521,534,228332,0.081022370933553,0.17737329853021,0.228176514899357,0.233869978802796,35.836667,35.513333,34.91,33.183871,21.176667,23.006452,23.341379,23.274194,53.05,66.58871,70.083333,81.08871,0.2,25.6,82.8,462.5,1.55,0.565591,0.811111,0.662366,8.4,3.6,4,4
2010,2,julho,7,0,0,0,0,0,0,1,0,0,0,0,0,59,185,405,521,228332,0.025839566946376,0.081022370933553,0.17737329853021,0.228176514899357,35.877419,35.836667,35.513333,34.91,22.503226,21.176667,23.006452,23.341379,46.282258,53.05,66.58871,70.083333,0,0.2,25.6,82.8,2.231183,1.55,0.565591,0.811111,11.6,8.4,3.6,4
2010,2,agosto,8,0,0,0,0,0,0,0,1,0,0,0,0,23,59,185,405,228332,0.010073051521469,0.025839566946376,0.081022370933553,0.17737329853021,37.229032,35.877419,35.836667,35.513333,22.103226,22.503226,21.176667,23.006452,36.5,46.282258,53.05,66.58871,0,0,0.2,25.6,1.787097,2.231183,1.55,0.565591,8.4,11.6,8.4,3.6
2010,2,setembro,9,0,0,0,0,0,0,0,0,1,0,0,0,7,23,59,185,228332,0.003065711332621,0.010073051521469,0.025839566946376,0.081022370933553,38.503333,37.229032,35.877419,35.836667,25.406667,22.103226,22.503226,21.176667,36.316667,36.5,46.282258,53.05,18,0,0,0.2,2.217778,1.787097,2.231183,1.55,9.2,8.4,11.6,8.4
2010,2,outubro,10,0,0,0,0,0,0,0,0,0,1,0,0,17,7,23,59,228332,0.007445298950651,0.003065711332621,0.010073051521469,0.025839566946376,35.590323,38.503333,37.229032,35.877419,23.425806,25.406667,22.103226,22.503226,68.096774,36.316667,36.5,46.282258,222.1,18,0,0,1.151613,2.217778,1.787097,2.231183,3.4,9.2,8.4,11.6
2010,2,novembro,11,0,0,0,0,0,0,0,0,0,0,1,0,74,17,7,23,228332,0.032408948373421,0.007445298950651,0.003065711332621,0.010073051521469,32.92,35.590323,38.503333,37.229032,22.733333,23.425806,25.406667,22.103226,75.766667,68.096774,36.316667,36.5,189.4,222.1,18,0,0.87,1.151613,2.217778,1.787097,5.8,3.4,9.2,8.4
2010,2,dezembro,12,0,0,0,0,0,0,0,0,0,0,0,1,71,74,17,7,228332,0.031095072088012,0.032408948373421,0.007445298950651,0.003065711332621,31.932258,32.92,35.590323,38.503333,23.045161,22.733333,23.425806,25.406667,78.25,75.766667,68.096774,36.316667,162,189.4,222.1,18,0.88172,0.87,1.151613,2.217778,3.8,5.8,3.4,9.2
2011,3,janeiro,1,1,0,0,0,0,0,0,0,0,0,0,0,278,71,74,17,235316,0.118139013071784,0.031095072088012,0.032408948373421,0.007445298950651,31.074194,31.932258,32.92,35.590323,21.867742,23.045161,22.733333,23.425806,83.177419,78.25,75.766667,68.096774,354.2,162,189.4,222.1,0.832258,0.88172,0.87,1.151613,4.8,3.8,5.8,3.4
2011,3,fevereiro,2,0,1,0,0,0,0,0,0,0,0,0,0,279,278,71,74,235316,0.11856397355046,0.118139013071784,0.031095072088012,0.032408948373421,30.557143,31.074194,31.932258,32.92,21.789286,21.867742,23.045161,22.733333,84.821429,83.177419,78.25,75.766667,327.3,354.2,162,189.4,0.538095,0.832258,0.88172,0.87,4.3,4.8,3.8,5.8
2011,3,março,3,0,0,1,0,0,0,0,0,0,0,0,0,446,279,278,71,235316,0.189532373489265,0.11856397355046,0.118139013071784,0.031095072088012,31.36129,30.557143,31.074194,31.932258,22.451613,21.789286,21.867742,23.045161,83.830645,84.821429,83.177419,78.25,352.4,327.3,354.2,162,0.7,0.538095,0.832258,0.88172,6.4,4.3,4.8,3.8
2011,3,abril,4,0,0,0,1,0,0,0,0,0,0,0,0,519,446,279,278,235316,0.220554488432576,0.189532373489265,0.11856397355046,0.118139013071784,32.513333,31.36129,30.557143,31.074194,22.453333,22.451613,21.789286,21.867742,78.758333,83.830645,84.821429,83.177419,218.8,352.4,327.3,354.2,0.926667,0.7,0.538095,0.832258,5.2,6.4,4.3,4.8
2011,3,maio,5,0,0,0,0,1,0,0,0,0,0,0,0,1085,519,446,279,235316,0.461082119362899,0.220554488432576,0.189532373489265,0.11856397355046,33.958065,32.513333,31.36129,30.557143,22.054839,22.453333,22.451613,21.789286,66.983871,78.758333,83.830645,84.821429,9.8,218.8,352.4,327.3,0.682796,0.926667,0.7,0.538095,4.8,5.2,6.4,4.3
2011,3,junho,6,0,0,0,0,0,1,0,0,0,0,0,0,921,1085,519,446,235316,0.39138860086012,0.461082119362899,0.220554488432576,0.189532373489265,35.006667,33.958065,32.513333,31.36129,20.496667,22.054839,22.453333,22.451613,55.825,66.983871,78.758333,83.830645,0,9.8,218.8,352.4,1.055556,0.682796,0.926667,0.7,8.8,4.8,5.2,6.4
2011,3,julho,7,0,0,0,0,0,0,1,0,0,0,0,0,483,921,1085,519,235316,0.205255911200258,0.39138860086012,0.461082119362899,0.220554488432576,35.170968,35.006667,33.958065,32.513333,20.66129,20.496667,22.054839,22.453333,49.443548,55.825,66.983871,78.758333,2.2,0,9.8,218.8,1.721505,1.055556,0.682796,0.926667,12.2,8.8,4.8,5.2
2011,3,agosto,8,0,0,0,0,0,0,0,1,0,0,0,0,322,483,921,1085,235316,0.136837274133506,0.205255911200258,0.39138860086012,0.461082119362899,37.722581,35.170968,35.006667,33.958065,22.380645,20.66129,20.496667,22.054839,41.040323,49.443548,55.825,66.983871,0,2.2,0,9.8,1.376344,1.721505,1.055556,0.682796,9.2,12.2,8.8,4.8
2011,3,setembro,9,0,0,0,0,0,0,0,0,1,0,0,0,282,322,483,921,235316,0.119838854986486,0.136837274133506,0.205255911200258,0.39138860086012,38.643333,37.722581,35.170968,35.006667,24.17,22.380645,20.66129,20.496667,34.366667,41.040323,49.443548,55.825,0,0,2.2,0,1.656667,1.376344,1.721505,1.055556,11.2,9.2,12.2,8.8
2011,3,outubro,10,0,0,0,0,0,0,0,0,0,1,0,0,183,282,322,483,235316,0.077767767597614,0.119838854986486,0.136837274133506,0.205255911200258,34.441935,38.643333,37.722581,35.170968,22.716129,24.17,22.380645,20.66129,68.604839,34.366667,41.040323,49.443548,228.1,0,0,2.2,1.111828,1.656667,1.376344,1.721505,5.8,11.2,9.2,12.2
2011,3,novembro,11,0,0,0,0,0,0,0,0,0,0,1,0,165,183,282,322,235316,0.070118478981455,0.077767767597614,0.119838854986486,0.136837274133506,31.483333,34.441935,38.643333,37.722581,22.443333,22.716129,24.17,22.380645,79.891667,68.604839,34.366667,41.040323,210.5,228.1,0,0,0.564444,1.111828,1.656667,1.376344,2.8,5.8,11.2,9.2
2011,3,dezembro,12,0,0,0,0,0,0,0,0,0,0,0,1,56,165,183,282,235316,0.023797786805827,0.070118478981455,0.077767767597614,0.119838854986486,32.506452,31.483333,34.441935,38.643333,22.419355,22.443333,22.716129,24.17,78.225806,79.891667,68.604839,34.366667,302.4,210.5,228.1,0,0.81828,0.564444,1.111828,1.656667,3.2,2.8,5.8,11.2
2012,0,janeiro,1,1,0,0,0,0,0,0,0,0,0,0,0,707,56,165,183,242070,0.292064278927583,0.023797786805827,0.070118478981455,0.077767767597614,30.43871,32.506452,31.483333,34.441935,21.429032,22.419355,22.443333,22.716129,84.354839,78.225806,79.891667,68.604839,378.8,302.4,210.5,228.1,0.934409,0.81828,0.564444,1.111828,4.2,3.2,2.8,5.8
